Timestamp,Encoder Position,target position
0.023934125900268555,-0.0228271484375,0.0
0.13268113136291504,-0.03076171875,0.10390969842421782
0.2412731647491455,0.0592041015625,0.20781939684832196
0.34941577911376953,0.16204833984375,0.3117290952725398
0.45722246170043945,0.26385498046875,0.4156387936966439
0.5654687881469727,0.36932373046875,0.5195484921208617
0.6733026504516602,0.47052001953125,0.6234581905449659
0.7933971881866455,0.598388671875,0.7273678889691837
0.9176714420318604,0.71685791015625,0.8312775873932878
1.1833055019378662,0.785888671875,0.9351872858175057
1.2910268306732178,0.89410400390625,1.0390969842416098
1.3990769386291504,0.9991455078125,1.1430066826658276
1.5083973407745361,1.10162353515625,1.2469163810899317
1.6166317462921143,1.2044677734375,1.3508260795141496
1.7249791622161865,1.30755615234375,1.4547357779382537
1.8334038257598877,1.41424560546875,1.5586454763624715
1.9416916370391846,1.515380859375,1.6625551747865757
2.049762487411499,1.61993408203125,1.7664648732107935
2.157874822616577,1.7481689453125,1.8703745716348976
2.3951456546783447,1.82708740234375,1.9742842700591154
2.5032098293304443,1.93780517578125,2.0781939684832196
2.6105575561523438,2.04010009765625,2.1821036669074374
2.7200374603271484,2.1439208984375,2.2860133653315415
2.827759265899658,2.244873046875,2.3899230637557594
2.9354875087738037,2.34820556640625,2.4938327621798635
3.043257474899292,2.449951171875,2.5977424606040813
3.148345947265625,2.55108642578125,2.7016521590281855
3.2530808448791504,2.65765380859375,2.8055618574524033
3.3608319759368896,2.7958984375,2.9094715558765074
3.5985424518585205,2.86572265625,2.8319132888390186
3.7065253257751465,2.88250732421875,2.6528180452179413
3.8142776489257812,2.74151611328125,2.473722801596864
3.9256489276885986,2.5557861328125,2.294627557975673
4.0330469608306885,2.37933349609375,2.1155323143545957
4.140713691711426,2.1859130859375,1.9364370707334047
4.255110502243042,2.01666259765625,1.7573418271123273
4.359049081802368,1.83636474609375,1.5782465834911363
4.467346668243408,1.58367919921875,1.399151339870059
4.7457115650177,1.4677734375,1.220056096248868
4.853626489639282,1.28717041015625,1.0409608526277907
4.9614479541778564,1.111328125,0.8618656090065997
5.069090366363525,0.930908203125,0.6827703653855224
5.176861047744751,0.75347900390625,0.5036751217643314
5.2847816944122314,0.57421875,0.32457987814325406
5.3922154903411865,0.39605712890625,0.14548463452217675
5.499680042266846,0.214599609375,-0.033610609099014255
5.605011701583862,0.041015625,-0.21270585272009157
5.710153818130493,-0.198486328125,-0.3918010963412826
5.912183046340942,-0.31781005859375,-0.5708963399623599
6.018319606781006,-0.5048828125,-0.7499915835835509
6.127169370651245,-0.68109130859375,-0.9290868272046282
6.234451055526733,-0.861328125,-1.1081820708258192
6.3421618938446045,-1.041015625,-1.2872773144468965
6.449963331222534,-1.21868896484375,-1.4663725580680875
6.557374954223633,-1.396728515625,-1.6454678016891648
6.66477370262146,-1.5760498046875,-1.8245630453103558
6.772961854934692,-1.75860595703125,-2.003658288931433
6.880225419998169,-1.99151611328125,-2.1827535325525105
7.110632419586182,-2.118896484375,-2.3618487761737015
7.218986749649048,-2.29534912109375,-2.540944019794779
7.326907157897949,-2.47418212890625,-2.72003926341597
7.434915781021118,-2.65283203125,-2.899134507037047
7.5432233810424805,-2.8330078125,-3.078229750658238
7.650523900985718,-3.01025390625,-3.2573249942793154
7.7580883502960205,-3.1900634765625,-3.4364202379005064
7.865856170654297,-3.365966796875,-3.6155154815215838
7.973251819610596,-3.5460205078125,-3.7946107251427748
8.0806565284729,-3.7886962890625,-3.973705968763852
8.310640573501587,-3.90338134765625,-4.074177278422098
8.416645050048828,-4.03228759765625,-3.9705033014218998
8.520407676696777,-4.03204345703125,-3.8668293244215874
8.624536275863647,-3.93243408203125,-3.763155347421275
8.72812008857727,-3.82611083984375,-3.6594813704210765
8.836029291152954,-3.71929931640625,-3.555807393420764
8.94387173652649,-3.61102294921875,-3.452133416420452
9.051299810409546,-3.5059814453125,-3.348459439420253
9.15930438041687,-3.40008544921875,-3.244785462419941
9.267122030258179,-3.25860595703125,-3.1411114854196285
9.524876356124878,-3.1890869140625,-3.03743750841943
9.63241982460022,-3.07952880859375,-2.9337635314191175
9.740230321884155,-2.97613525390625,-2.830089554418805
9.847754001617432,-2.87469482421875,-2.7264155774186065
9.952990531921387,-2.772216796875,-2.622741600418294
10.060924053192139,-2.6663818359375,-2.5190676234180955
10.16851258277893,-2.56298828125,-2.415393646417783
10.273022651672363,-2.462158203125,-2.311719669417471
10.378259658813477,-2.357666015625,-2.208045692417272
10.483514547348022,-2.22601318359375,-2.10437171541696
10.7035493850708,-2.146240234375,-2.0006977384166476
10.811565160751343,-2.03643798828125,-1.897023761416449
10.919272899627686,-1.9346923828125,-1.7933497844161366
11.026897668838501,-1.83294677734375,-1.6896758074158242
11.13444185256958,-1.7332763671875,-1.5860018304156256
11.238930702209473,-1.631591796875,-1.4823278534153133
11.34356951713562,-1.5291748046875,-1.378653876415001
11.447951316833496,-1.42498779296875,-1.2749798994148023
11.555805444717407,-1.3182373046875,-1.17130592241449
11.66455078125,-1.17822265625,-1.0676319454141776
11.898319482803345,-1.10894775390625,-0.963957968413979
12.005969285964966,-1.0015869140625,-0.8602839914136666
12.113677263259888,-0.89990234375,-0.7566100144133543
12.221178531646729,-0.798095703125,-0.6529360374131556
12.329593896865845,-0.69598388671875,-0.5492620604128433
12.437345504760742,-0.59222412109375,-0.445588083412531
12.542527437210083,-0.489501953125,-0.34191410641233233
12.650475025177002,-0.38433837890625,-0.23824012941202
12.758347272872925,-0.2803955078125,-0.13456615241170766
13.054883241653442,-0.14898681640625,-0.030892175411509015
13.159042835235596,-0.06744384765625,0.07278180158880332
13.267528057098389,0.03656005859375,0.17645577858900197
13.375666856765747,0.13909912109375,0.2801297555893143
13.484252452850342,0.2391357421875,0.38380373258962663
13.592015027999878,0.34271240234375,0.4874777095898253
13.69965124130249,0.4454345703125,0.5911516865901376
13.807271718978882,0.548095703125,0.69482566359045
13.914841890335083,0.65203857421875,0.7984996405906486
14.022499799728394,0.776611328125,0.9021736175909609
14.260787010192871,0.8656005859375,1.0058475945912733
14.368831396102905,0.97015380859375,1.109521571591472
14.476959705352783,1.0697021484375,1.2131955485917842
