Timestamp,Encoder Position,target position
0.011008739471435547,0.02105712890625,0.0
0.1150503158569336,0.0361328125,0.41287082750659465
0.3079659938812256,0.251220703125,0.7305284223465378
0.4127373695373535,0.59326171875,0.8797169270679888
0.5171914100646973,0.80108642578125,0.8260315863215055
0.6215806007385254,0.83770751953125,0.5818529184164163
0.745682954788208,0.67059326171875,0.2034916112739893
0.8483538627624512,0.3763427734375,-0.221797434132327
0.951221227645874,-0.03436279296875,-0.5959371870867471
1.0558910369873047,-0.43157958984375,-0.8326462903838774
1.1604323387145996,-0.72247314453125,-0.8773366321371441
1.2678780555725098,-0.86322021484375,-0.7197020545272608
1.5004656314849854,-0.79718017578125,-0.3960950840935311
1.6107041835784912,-0.52374267578125,0.018856420483416514
1.7189457416534424,-0.145263671875,0.42945939609887773
1.8282320499420166,0.2672119140625,0.7410236054043935
1.9356327056884766,0.6182861328125,0.8816984026897217
2.0449986457824707,0.81072998046875,0.8190424011773985
2.152764081954956,0.83709716796875,0.5675048669635316
2.260049819946289,0.6796875,0.18509353557681152
2.367920160293579,0.340576171875,-0.24000270521457878
2.6562678813934326,-0.21527099609375,-0.6097512878770885
2.760140895843506,-0.4609375,-0.8388835145909752
2.868058681488037,-0.748779296875,-0.8745585970029879
2.976250171661377,-0.849853515625,-0.7085494100758751
3.0841360092163086,-0.7877197265625,-0.3791397711361242
3.1916258335113525,-0.5181884765625,0.03770429241626516
3.2991013526916504,-0.14202880859375,0.4458532694495716
3.4036803245544434,0.2730712890625,0.7511828457137426
3.511465311050415,0.6251220703125,0.8832801607011334
3.619227647781372,0.86456298828125,0.8116819034955824
3.843057870864868,0.85589599609375,0.5528995374112355
3.9473350048065186,0.67108154296875,0.1666115478011534
4.055019855499268,0.32562255859375,-0.2580991711686238
4.162846565246582,-0.09136962890625,-0.6232889581704057
4.270853281021118,-0.47564697265625,-0.844740431299897
4.378219366073608,-0.746337890625,-0.8713840810864895
4.485818386077881,-0.84600830078125,-0.6970755450391835
4.593043565750122,-0.778564453125,-0.3620125753184311
4.7006471157073975,-0.49652099609375,0.05653507112367606
4.80957293510437,0.0360107421875,0.46204501540296405
5.04698371887207,0.29864501953125,0.7610015375871626
5.154288291931152,0.64208984375,0.8844614840129452
5.262892961502075,0.8226318359375,0.8039534301548201
5.3713178634643555,0.8375244140625,0.5380435510797952
5.479372501373291,0.6611328125,0.14805402674835477
5.587054967880249,0.3087158203125,-0.27607862796890004
5.694510459899902,-0.10760498046875,-0.6365440606693937
5.802320241928101,-0.48883056640625,-0.850214385279628
5.910442590713501,-0.7550048828125,-0.8678145235531929
6.018048048019409,-0.84686279296875,-0.6852856610892104
6.258943319320679,-0.77337646484375,-0.3447212612477415
6.366995334625244,-0.48504638671875,0.07534021967967419
6.474957227706909,-0.09765625,0.4780272934375489
6.582496881484985,0.3134765625,0.7704752297247524
6.690145492553711,0.64727783203125,0.8852418370726127
6.7975754737854,0.81854248046875,0.7958604848552113
6.9053168296813965,0.83489990234375,0.5229436429244743
7.013713359832764,0.64324951171875,0.12942938546302685
7.1209397315979,-0.269287109375,-0.29393292463612397
7.428968667984009,-0.26837158203125,-0.6495105861788488
7.535654544830322,-0.50567626953125,-0.8553028949155532
7.640288591384888,-0.76690673828125,-0.8638515426606546
7.748284339904785,-0.847412109375,-0.6731851031649967
7.8562750816345215,-0.76416015625,-0.32727366793437795
7.964617729187012,-0.4713134765625,0.09411121277776147
8.071887016296387,-0.0809326171875,0.49379285799409445
8.1796236038208,0.3299560546875,0.7795996272320735
8.286930561065674,0.65643310546875,0.8856208661075016
8.394730806350708,0.86712646484375,0.787406736530329
8.621414184570312,0.84588623046875,0.5076066584825867
8.72646975517273,0.63397216796875,0.11074606741874504
8.834586381912231,0.27154541015625,-0.31165396693222647
8.942054271697998,-0.1474609375,-0.6621826563296054
9.050302743911743,-0.51495361328125,-0.8600036533339335
9.158061027526855,-0.77410888671875,-0.8594969350243673
9.265971422195435,-0.84344482421875,-0.6607793570495915
9.373265027999878,-0.75421142578125,-0.3096777052373909
9.478352785110474,-0.4578857421875,0.11283954059615553
9.586138725280762,0.08648681640625,0.5093345617603973
9.802220106124878,0.3582763671875,0.7883705935672651
9.90981912612915,0.67266845703125,0.8855983992849588
10.015185356140137,0.8292236328125,0.7785960176834124
10.120420694351196,0.82818603515625,0.4920395507695048
10.225735187530518,0.61578369140625,0.0920125426902132
10.333835363388062,0.251953125,-0.32923372102982285
10.442034006118774,-0.1641845703125,-0.6745545262439236
10.549437522888184,-0.529296875,-0.8643145294477108
10.65706992149353,-0.78155517578125,-0.8547526748042173
10.765511751174927,-0.8414306640625,-0.648074046883039
10.993796348571777,-0.74603271484375,-0.2919413502794441
11.099741697311401,-0.44384765625,0.1315167126549568
11.204567193984985,-0.05584716796875,0.5246453589114708
11.309467792510986,0.35784912109375,0.796784152416194
11.416823863983154,0.67938232421875,0.8851744467903018
11.524476289749146,0.83154296875,0.7694323226503457
11.633067846298218,0.82330322265625,0.4762493771274876
11.740528106689453,0.6004638671875,0.07323730411292217
11.8479642868042,0.23455810546875,-0.3466642171546255
11.95583987236023,-0.32000732421875,-0.6866205871397142
12.19711971282959,-0.55120849609375,-0.8682335689229603
